Treatment,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count,Temperature,Depletion,SG_per_cell_compressed
44C_mock,BioRep1,26,32,0,44C,Mock,0
44C_mock,BioRep1,26,33,2,44C,Mock,2
44C_mock,BioRep1,26,34,4,44C,Mock,4
44C_mock,BioRep1,26,35,0,44C,Mock,0
44C_mock,BioRep1,26,36,1,44C,Mock,1
44C_mock,BioRep1,26,37,0,44C,Mock,0
44C_mock,BioRep1,26,38,0,44C,Mock,0
44C_mock,BioRep1,26,39,0,44C,Mock,0
44C_mock,BioRep1,26,40,1,44C,Mock,1
44C_mock,BioRep1,26,41,0,44C,Mock,0
44C_mock,BioRep1,26,42,0,44C,Mock,0
44C_mock,BioRep1,26,43,2,44C,Mock,2
44C_mock,BioRep1,26,44,0,44C,Mock,0
44C_mock,BioRep1,26,45,5,44C,Mock,5
44C_mock,BioRep1,26,46,6,44C,Mock,6
44C_mock,BioRep1,26,47,1,44C,Mock,1
44C_mock,BioRep1,26,48,1,44C,Mock,1
44C_mock,BioRep1,26,49,1,44C,Mock,1
44C_mock,BioRep1,26,50,0,44C,Mock,0
44C_mock,BioRep1,26,51,2,44C,Mock,2
44C_mock,BioRep1,26,52,1,44C,Mock,1
44C_mock,BioRep1,26,53,3,44C,Mock,3
44C_mock,BioRep1,26,54,1,44C,Mock,1
44C_mock,BioRep1,26,55,3,44C,Mock,3
44C_mock,BioRep1,26,56,0,44C,Mock,0
44C_mock,BioRep1,26,57,1,44C,Mock,1
44C_mock,BioRep1,26,58,0,44C,Mock,0
44C_mock,BioRep1,27,1,0,44C,Mock,0
44C_mock,BioRep1,27,2,0,44C,Mock,0
44C_mock,BioRep1,27,3,0,44C,Mock,0
44C_mock,BioRep1,27,4,0,44C,Mock,0
44C_mock,BioRep1,27,5,0,44C,Mock,0
44C_mock,BioRep1,27,6,0,44C,Mock,0
44C_mock,BioRep1,27,7,3,44C,Mock,3
44C_mock,BioRep1,27,8,0,44C,Mock,0
44C_mock,BioRep1,27,9,0,44C,Mock,0
44C_mock,BioRep1,27,10,1,44C,Mock,1
44C_mock,BioRep1,27,11,0,44C,Mock,0
44C_mock,BioRep1,27,12,0,44C,Mock,0
44C_mock,BioRep1,27,13,0,44C,Mock,0
44C_mock,BioRep1,27,14,0,44C,Mock,0
44C_mock,BioRep1,27,15,1,44C,Mock,1
44C_mock,BioRep1,27,16,0,44C,Mock,0
44C_mock,BioRep1,27,17,0,44C,Mock,0
44C_mock,BioRep1,27,18,0,44C,Mock,0
44C_mock,BioRep1,27,19,1,44C,Mock,1
44C_mock,BioRep1,27,20,0,44C,Mock,0
44C_mock,BioRep1,27,21,0,44C,Mock,0
44C_mock,BioRep1,27,22,0,44C,Mock,0
44C_mock,BioRep1,27,23,5,44C,Mock,5
44C_mock,BioRep1,27,24,0,44C,Mock,0
44C_mock,BioRep1,27,25,2,44C,Mock,2
44C_mock,BioRep1,27,26,4,44C,Mock,4
44C_mock,BioRep1,27,27,0,44C,Mock,0
44C_mock,BioRep1,27,28,0,44C,Mock,0
44C_mock,BioRep1,27,29,0,44C,Mock,0
44C_mock,BioRep1,27,30,0,44C,Mock,0
44C_mock,BioRep1,27,31,2,44C,Mock,2
44C_mock,BioRep1,27,32,0,44C,Mock,0
44C_mock,BioRep1,27,33,2,44C,Mock,2
44C_mock,BioRep1,28,1,0,44C,Mock,0
44C_mock,BioRep1,28,2,0,44C,Mock,0
44C_mock,BioRep1,28,3,0,44C,Mock,0
44C_mock,BioRep1,28,4,0,44C,Mock,0
44C_mock,BioRep1,28,5,0,44C,Mock,0
44C_mock,BioRep1,28,6,0,44C,Mock,0
44C_mock,BioRep1,28,7,0,44C,Mock,0
44C_mock,BioRep1,28,8,0,44C,Mock,0
44C_mock,BioRep1,28,9,0,44C,Mock,0
44C_mock,BioRep1,28,10,0,44C,Mock,0
44C_mock,BioRep1,28,11,0,44C,Mock,0
44C_mock,BioRep1,28,12,2,44C,Mock,2
44C_mock,BioRep1,28,13,0,44C,Mock,0
44C_mock,BioRep1,28,14,0,44C,Mock,0
44C_mock,BioRep1,28,15,0,44C,Mock,0
44C_mock,BioRep1,28,16,0,44C,Mock,0
44C_mock,BioRep1,28,17,0,44C,Mock,0
44C_mock,BioRep1,28,18,0,44C,Mock,0
44C_mock,BioRep1,28,19,0,44C,Mock,0
44C_mock,BioRep1,28,20,0,44C,Mock,0
44C_mock,BioRep1,28,21,0,44C,Mock,0
44C_mock,BioRep1,28,22,0,44C,Mock,0
44C_mock,BioRep1,28,23,0,44C,Mock,0
44C_mock,BioRep1,28,24,0,44C,Mock,0
44C_mock,BioRep1,28,25,0,44C,Mock,0
44C_mock,BioRep1,28,26,0,44C,Mock,0
44C_mock,BioRep1,28,27,0,44C,Mock,0
44C_mock,BioRep1,28,28,0,44C,Mock,0
44C_mock,BioRep1,28,29,0,44C,Mock,0
44C_mock,BioRep1,28,30,0,44C,Mock,0
44C_mock,BioRep1,28,31,0,44C,Mock,0
44C_mock,BioRep1,28,32,0,44C,Mock,0
44C_mock,BioRep1,29,1,0,44C,Mock,0
44C_mock,BioRep1,29,2,0,44C,Mock,0
44C_mock,BioRep1,29,3,0,44C,Mock,0
44C_mock,BioRep1,29,4,0,44C,Mock,0
44C_mock,BioRep1,29,5,0,44C,Mock,0
44C_mock,BioRep1,29,6,0,44C,Mock,0
44C_mock,BioRep1,29,7,0,44C,Mock,0
44C_mock,BioRep1,29,8,0,44C,Mock,0
44C_mock,BioRep1,29,9,0,44C,Mock,0
44C_mock,BioRep1,29,10,0,44C,Mock,0
44C_mock,BioRep1,29,11,1,44C,Mock,1
44C_mock,BioRep1,29,12,1,44C,Mock,1
44C_mock,BioRep1,29,13,0,44C,Mock,0
44C_mock,BioRep1,29,14,0,44C,Mock,0
44C_mock,BioRep1,29,15,0,44C,Mock,0
44C_mock,BioRep1,29,16,0,44C,Mock,0
44C_mock,BioRep1,29,17,0,44C,Mock,0
44C_mock,BioRep1,29,18,0,44C,Mock,0
44C_mock,BioRep1,29,19,0,44C,Mock,0
44C_mock,BioRep1,29,20,1,44C,Mock,1
44C_mock,BioRep1,29,21,0,44C,Mock,0
44C_mock,BioRep1,29,22,0,44C,Mock,0
44C_mock,BioRep1,29,23,0,44C,Mock,0
44C_mock,BioRep1,29,24,0,44C,Mock,0
44C_mock,BioRep1,29,25,0,44C,Mock,0
44C_mock,BioRep1,29,26,2,44C,Mock,2
44C_mock,BioRep1,29,27,0,44C,Mock,0
44C_mock,BioRep1,29,28,0,44C,Mock,0
44C_mock,BioRep1,29,29,0,44C,Mock,0
44C_mock,BioRep1,29,30,0,44C,Mock,0
44C_mock,BioRep1,30,1,0,44C,Mock,0
44C_mock,BioRep1,30,2,0,44C,Mock,0
44C_mock,BioRep1,30,3,1,44C,Mock,1
44C_mock,BioRep1,30,4,0,44C,Mock,0
44C_mock,BioRep1,30,5,0,44C,Mock,0
44C_mock,BioRep1,30,6,0,44C,Mock,0
44C_mock,BioRep1,30,7,1,44C,Mock,1
44C_mock,BioRep1,30,8,0,44C,Mock,0
44C_mock,BioRep1,30,9,2,44C,Mock,2
44C_mock,BioRep1,30,10,1,44C,Mock,1
44C_mock,BioRep1,30,11,1,44C,Mock,1
44C_mock,BioRep1,30,12,1,44C,Mock,1
44C_mock,BioRep1,30,13,0,44C,Mock,0
44C_mock,BioRep1,30,14,0,44C,Mock,0
44C_mock,BioRep1,30,15,0,44C,Mock,0
44C_mock,BioRep1,30,16,3,44C,Mock,3
44C_mock,BioRep1,30,17,0,44C,Mock,0
44C_mock,BioRep1,30,18,1,44C,Mock,1
44C_mock,BioRep1,30,19,1,44C,Mock,1
44C_mock,BioRep1,30,20,0,44C,Mock,0
44C_mock,BioRep1,30,21,2,44C,Mock,2
44C_mock,BioRep1,30,22,0,44C,Mock,0
44C_mock,BioRep1,30,23,0,44C,Mock,0
44C_mock,BioRep1,30,24,0,44C,Mock,0
44C_mock,BioRep1,30,25,0,44C,Mock,0
44C_mock,BioRep1,30,26,0,44C,Mock,0
44C_mock,BioRep1,30,27,0,44C,Mock,0
44C_mock,BioRep1,30,28,3,44C,Mock,3
44C_mock,BioRep1,30,29,0,44C,Mock,0
44C_mock,BioRep1,30,30,0,44C,Mock,0
44C_mock,BioRep1,30,31,0,44C,Mock,0
44C_mock,BioRep1,30,32,1,44C,Mock,1
44C_mock,BioRep1,30,33,1,44C,Mock,1
44C_mock,BioRep1,30,34,0,44C,Mock,0
44C_mock,BioRep1,30,35,0,44C,Mock,0
44C_mock,BioRep1,30,36,1,44C,Mock,1
44C_mock,BioRep1,31,1,0,44C,Mock,0
44C_mock,BioRep1,31,2,0,44C,Mock,0
44C_mock,BioRep1,31,3,0,44C,Mock,0
44C_mock,BioRep1,31,4,0,44C,Mock,0
44C_mock,BioRep1,31,5,0,44C,Mock,0
44C_mock,BioRep1,31,6,0,44C,Mock,0
44C_mock,BioRep1,31,7,0,44C,Mock,0
44C_mock,BioRep1,31,8,0,44C,Mock,0
44C_mock,BioRep1,31,9,0,44C,Mock,0
44C_mock,BioRep1,31,10,0,44C,Mock,0
44C_mock,BioRep1,31,11,0,44C,Mock,0
44C_mock,BioRep1,31,12,0,44C,Mock,0
44C_mock,BioRep1,31,13,0,44C,Mock,0
44C_mock,BioRep1,31,14,1,44C,Mock,1
44C_mock,BioRep1,31,15,0,44C,Mock,0
44C_mock,BioRep1,31,16,0,44C,Mock,0
44C_mock,BioRep1,31,17,0,44C,Mock,0
44C_mock,BioRep1,31,18,0,44C,Mock,0
44C_mock,BioRep1,31,19,0,44C,Mock,0
44C_mock,BioRep1,31,20,0,44C,Mock,0
44C_mock,BioRep1,31,21,0,44C,Mock,0
44C_mock,BioRep1,31,22,3,44C,Mock,3
44C_mock,BioRep1,31,23,0,44C,Mock,0
44C_mock,BioRep1,31,24,0,44C,Mock,0
44C_mock,BioRep1,31,25,0,44C,Mock,0
44C_mock,BioRep1,31,26,0,44C,Mock,0
44C_mock,BioRep1,31,27,1,44C,Mock,1
44C_mock,BioRep1,31,28,0,44C,Mock,0
44C_mock,BioRep1,31,29,0,44C,Mock,0
44C_mock,BioRep1,31,30,1,44C,Mock,1
44C_mock,BioRep1,31,31,0,44C,Mock,0
44C_mock,BioRep1,31,32,5,44C,Mock,5
44C_mock,BioRep1,31,33,0,44C,Mock,0
44C_mock,BioRep1,31,34,0,44C,Mock,0
44C_mock,BioRep1,31,35,0,44C,Mock,0
44C_mock,BioRep1,31,36,1,44C,Mock,1
44C_mock,BioRep1,31,37,2,44C,Mock,2
44C_mock,BioRep1,31,38,0,44C,Mock,0
44C_mock,BioRep1,31,39,3,44C,Mock,3
44C_mock,BioRep1,31,40,0,44C,Mock,0
44C_mock,BioRep1,32,1,0,44C,Mock,0
44C_mock,BioRep1,32,2,0,44C,Mock,0
44C_mock,BioRep1,32,3,0,44C,Mock,0
44C_mock,BioRep1,32,4,0,44C,Mock,0
44C_mock,BioRep1,32,5,0,44C,Mock,0
44C_mock,BioRep1,32,6,0,44C,Mock,0
44C_mock,BioRep1,32,7,0,44C,Mock,0
44C_mock,BioRep1,32,8,0,44C,Mock,0
44C_mock,BioRep1,32,9,0,44C,Mock,0
44C_mock,BioRep1,32,10,0,44C,Mock,0
44C_mock,BioRep1,32,11,0,44C,Mock,0
44C_mock,BioRep1,32,12,0,44C,Mock,0
44C_mock,BioRep1,32,13,0,44C,Mock,0
44C_mock,BioRep1,32,14,0,44C,Mock,0
44C_mock,BioRep1,32,15,1,44C,Mock,1
44C_mock,BioRep1,32,16,0,44C,Mock,0
44C_mock,BioRep1,32,17,0,44C,Mock,0
44C_mock,BioRep1,32,18,0,44C,Mock,0
44C_mock,BioRep1,32,19,0,44C,Mock,0
44C_mock,BioRep1,32,20,2,44C,Mock,2
44C_mock,BioRep1,32,21,0,44C,Mock,0
44C_mock,BioRep1,32,22,0,44C,Mock,0
44C_mock,BioRep1,32,23,4,44C,Mock,4
44C_mock,BioRep1,32,24,0,44C,Mock,0
44C_mock,BioRep1,32,25,1,44C,Mock,1
44C_mock,BioRep1,32,26,0,44C,Mock,0
44C_mock,BioRep1,32,27,0,44C,Mock,0
44C_mock,BioRep1,32,28,0,44C,Mock,0
44C_mock,BioRep1,32,29,0,44C,Mock,0
44C_mock,BioRep1,32,30,0,44C,Mock,0
44C_mock,BioRep1,32,31,1,44C,Mock,1
44C_mock,BioRep1,32,32,1,44C,Mock,1
44C_mock,BioRep1,32,33,0,44C,Mock,0
44C_mock,BioRep1,32,34,1,44C,Mock,1
44C_mock,BioRep1,32,35,2,44C,Mock,2
44C_mock,BioRep1,32,36,0,44C,Mock,0
44C_mock,BioRep1,32,37,0,44C,Mock,0
44C_mock,BioRep1,32,38,3,44C,Mock,3
44C_mock,BioRep1,32,39,5,44C,Mock,5
44C_mock,BioRep1,32,40,3,44C,Mock,3
44C_mock,BioRep1,32,41,0,44C,Mock,0
44C_mock,BioRep1,32,42,0,44C,Mock,0
44C_mock,BioRep1,32,43,0,44C,Mock,0
44C_mock,BioRep1,33,1,0,44C,Mock,0
44C_mock,BioRep1,33,2,0,44C,Mock,0
44C_mock,BioRep1,33,3,0,44C,Mock,0
44C_mock,BioRep1,33,4,0,44C,Mock,0
44C_mock,BioRep1,33,5,0,44C,Mock,0
44C_mock,BioRep1,33,6,0,44C,Mock,0
44C_mock,BioRep1,33,7,0,44C,Mock,0
44C_mock,BioRep1,33,8,0,44C,Mock,0
44C_mock,BioRep1,33,9,3,44C,Mock,3
44C_mock,BioRep1,33,10,0,44C,Mock,0
44C_mock,BioRep1,33,11,0,44C,Mock,0
44C_mock,BioRep1,33,12,0,44C,Mock,0
44C_mock,BioRep1,33,13,0,44C,Mock,0
44C_mock,BioRep1,33,14,0,44C,Mock,0
44C_mock,BioRep1,33,15,0,44C,Mock,0
44C_mock,BioRep1,33,16,0,44C,Mock,0
44C_mock,BioRep1,33,17,0,44C,Mock,0
44C_mock,BioRep1,33,18,0,44C,Mock,0
44C_mock,BioRep1,33,19,0,44C,Mock,0
44C_mock,BioRep1,33,20,0,44C,Mock,0
44C_mock,BioRep1,33,21,2,44C,Mock,2
44C_mock,BioRep1,33,22,0,44C,Mock,0
44C_mock,BioRep1,33,23,0,44C,Mock,0
44C_mock,BioRep1,33,24,0,44C,Mock,0
44C_mock,BioRep1,33,25,0,44C,Mock,0
44C_mock,BioRep1,33,26,0,44C,Mock,0
44C_mock,BioRep1,33,27,0,44C,Mock,0
44C_mock,BioRep1,33,28,0,44C,Mock,0
44C_mock,BioRep1,33,29,0,44C,Mock,0
44C_mock,BioRep1,33,30,0,44C,Mock,0
44C_mock,BioRep1,33,31,2,44C,Mock,2
44C_mock,BioRep1,33,32,0,44C,Mock,0
44C_mock,BioRep1,33,33,0,44C,Mock,0
44C_mock,BioRep1,33,34,0,44C,Mock,0
44C_mock,BioRep1,33,35,0,44C,Mock,0
44C_mock,BioRep1,33,36,3,44C,Mock,3
44C_mock,BioRep1,33,37,0,44C,Mock,0
44C_mock,BioRep1,33,38,0,44C,Mock,0
44C_mock,BioRep1,33,39,0,44C,Mock,0
44C_mock,BioRep1,33,40,0,44C,Mock,0
44C_mock,BioRep1,33,41,8,44C,Mock,8
44C_mock,BioRep1,34,1,0,44C,Mock,0
44C_mock,BioRep1,34,2,1,44C,Mock,1
44C_mock,BioRep1,34,3,0,44C,Mock,0
44C_mock,BioRep1,34,4,0,44C,Mock,0
44C_mock,BioRep1,34,5,0,44C,Mock,0
44C_mock,BioRep1,34,6,0,44C,Mock,0
44C_mock,BioRep1,34,7,0,44C,Mock,0
44C_mock,BioRep1,34,8,1,44C,Mock,1
44C_mock,BioRep1,34,9,0,44C,Mock,0
44C_mock,BioRep1,34,10,0,44C,Mock,0
44C_mock,BioRep1,34,11,0,44C,Mock,0
44C_mock,BioRep1,34,12,0,44C,Mock,0
44C_mock,BioRep1,34,13,1,44C,Mock,1
44C_mock,BioRep1,34,14,0,44C,Mock,0
44C_mock,BioRep1,34,15,2,44C,Mock,2
44C_mock,BioRep1,34,16,1,44C,Mock,1
44C_mock,BioRep1,34,17,0,44C,Mock,0
44C_mock,BioRep1,34,18,0,44C,Mock,0
44C_mock,BioRep1,34,19,0,44C,Mock,0
44C_mock,BioRep1,34,20,0,44C,Mock,0
44C_mock,BioRep1,34,21,1,44C,Mock,1
44C_mock,BioRep1,34,22,1,44C,Mock,1
44C_mock,BioRep1,34,23,0,44C,Mock,0
44C_mock,BioRep1,34,24,0,44C,Mock,0
44C_mock,BioRep1,34,25,0,44C,Mock,0
44C_mock,BioRep1,34,26,0,44C,Mock,0
44C_mock,BioRep1,34,27,2,44C,Mock,2
44C_mock,BioRep1,34,28,0,44C,Mock,0
44C_mock,BioRep1,34,29,0,44C,Mock,0
44C_mock,BioRep1,35,1,0,44C,Mock,0
44C_mock,BioRep1,35,2,0,44C,Mock,0
44C_mock,BioRep1,35,3,0,44C,Mock,0
44C_mock,BioRep1,35,4,0,44C,Mock,0
44C_mock,BioRep1,35,5,0,44C,Mock,0
44C_mock,BioRep1,35,6,0,44C,Mock,0
44C_mock,BioRep1,35,7,0,44C,Mock,0
44C_mock,BioRep1,35,8,0,44C,Mock,0
44C_mock,BioRep1,35,9,0,44C,Mock,0
44C_mock,BioRep1,35,10,0,44C,Mock,0
44C_mock,BioRep1,35,11,0,44C,Mock,0
44C_mock,BioRep1,35,12,0,44C,Mock,0
44C_mock,BioRep1,35,13,0,44C,Mock,0
44C_mock,BioRep1,35,14,0,44C,Mock,0
44C_mock,BioRep1,35,15,0,44C,Mock,0
44C_mock,BioRep1,35,16,0,44C,Mock,0
44C_mock,BioRep1,35,17,0,44C,Mock,0
44C_mock,BioRep1,35,18,0,44C,Mock,0
44C_mock,BioRep1,35,19,0,44C,Mock,0
44C_mock,BioRep1,35,20,0,44C,Mock,0
44C_mock,BioRep1,35,21,0,44C,Mock,0
44C_mock,BioRep1,35,22,0,44C,Mock,0
44C_mock,BioRep1,35,23,0,44C,Mock,0
44C_mock,BioRep1,35,24,0,44C,Mock,0
44C_mock,BioRep1,35,25,0,44C,Mock,0
44C_mock,BioRep1,35,26,0,44C,Mock,0
44C_mock,BioRep1,35,27,0,44C,Mock,0
44C_mock,BioRep1,35,28,0,44C,Mock,0
44C_mock,BioRep1,35,29,0,44C,Mock,0
44C_mock,BioRep1,35,30,2,44C,Mock,2
44C_mock,BioRep1,35,31,0,44C,Mock,0
44C_mock,BioRep1,35,32,0,44C,Mock,0
44C_mock,BioRep1,35,33,0,44C,Mock,0
44C_mock,BioRep1,35,34,0,44C,Mock,0
44C_mock,BioRep1,35,35,0,44C,Mock,0
44C_mock,BioRep1,35,36,0,44C,Mock,0
44C_mock,BioRep1,35,37,0,44C,Mock,0
44C_mock,BioRep1,36,1,0,44C,Mock,0
44C_mock,BioRep1,36,2,0,44C,Mock,0
44C_mock,BioRep1,36,3,0,44C,Mock,0
44C_mock,BioRep1,36,4,0,44C,Mock,0
44C_mock,BioRep1,36,5,0,44C,Mock,0
44C_mock,BioRep1,36,6,0,44C,Mock,0
44C_mock,BioRep1,36,7,0,44C,Mock,0
44C_mock,BioRep1,36,8,0,44C,Mock,0
44C_mock,BioRep1,36,9,0,44C,Mock,0
44C_mock,BioRep1,36,10,0,44C,Mock,0
44C_mock,BioRep1,36,11,0,44C,Mock,0
44C_mock,BioRep1,36,12,0,44C,Mock,0
44C_mock,BioRep1,36,13,0,44C,Mock,0
44C_mock,BioRep1,36,14,0,44C,Mock,0
44C_mock,BioRep1,36,15,0,44C,Mock,0
44C_mock,BioRep1,36,16,0,44C,Mock,0
44C_mock,BioRep1,36,17,0,44C,Mock,0
44C_mock,BioRep1,36,18,0,44C,Mock,0
44C_mock,BioRep1,36,19,0,44C,Mock,0
44C_mock,BioRep1,36,20,0,44C,Mock,0
44C_mock,BioRep1,36,21,2,44C,Mock,2
44C_mock,BioRep1,36,22,2,44C,Mock,2
44C_mock,BioRep1,36,23,0,44C,Mock,0
44C_mock,BioRep1,36,24,0,44C,Mock,0
44C_mock,BioRep1,36,25,0,44C,Mock,0
44C_mock,BioRep1,36,26,0,44C,Mock,0
44C_mock,BioRep1,36,27,0,44C,Mock,0
44C_mock,BioRep1,36,28,0,44C,Mock,0
44C_mock,BioRep1,36,29,2,44C,Mock,2
44C_mock,BioRep1,36,30,0,44C,Mock,0
44C_mock,BioRep1,36,31,0,44C,Mock,0
44C_mock,BioRep1,36,32,0,44C,Mock,0
44C_mock,BioRep1,36,33,0,44C,Mock,0
44C_mock,BioRep1,36,34,0,44C,Mock,0
44C_mock,BioRep1,36,35,0,44C,Mock,0
44C_mock,BioRep1,36,36,1,44C,Mock,1
44C_mock,BioRep1,36,37,0,44C,Mock,0
44C_mock,BioRep1,36,38,0,44C,Mock,0
44C_mock,BioRep1,36,39,0,44C,Mock,0
44C_mock,BioRep1,36,40,0,44C,Mock,0
44C_mock,BioRep1,37,1,1,44C,Mock,1
44C_mock,BioRep1,37,2,2,44C,Mock,2
44C_mock,BioRep1,37,3,0,44C,Mock,0
44C_mock,BioRep1,37,4,0,44C,Mock,0
44C_mock,BioRep1,37,5,0,44C,Mock,0
44C_mock,BioRep1,37,6,1,44C,Mock,1
44C_mock,BioRep1,37,7,1,44C,Mock,1
44C_mock,BioRep1,37,8,0,44C,Mock,0
44C_mock,BioRep1,37,9,0,44C,Mock,0
44C_mock,BioRep1,37,10,0,44C,Mock,0
44C_mock,BioRep1,37,11,1,44C,Mock,1
44C_mock,BioRep1,37,12,2,44C,Mock,2
44C_mock,BioRep1,37,13,1,44C,Mock,1
44C_mock,BioRep1,37,14,1,44C,Mock,1
44C_mock,BioRep1,37,15,1,44C,Mock,1
44C_mock,BioRep1,37,16,3,44C,Mock,3
44C_mock,BioRep1,37,17,0,44C,Mock,0
44C_mock,BioRep1,37,18,0,44C,Mock,0
44C_mock,BioRep1,37,19,1,44C,Mock,1
44C_mock,BioRep1,37,20,0,44C,Mock,0
44C_mock,BioRep1,37,21,0,44C,Mock,0
44C_mock,BioRep1,37,22,0,44C,Mock,0
44C_mock,BioRep1,37,23,1,44C,Mock,1
44C_mock,BioRep1,37,24,2,44C,Mock,2
44C_mock,BioRep1,37,25,1,44C,Mock,1
44C_mock,BioRep1,37,26,0,44C,Mock,0
44C_mock,BioRep1,37,27,0,44C,Mock,0
44C_mock,BioRep1,37,28,0,44C,Mock,0
44C_mock,BioRep1,37,29,0,44C,Mock,0
44C_mock,BioRep1,37,30,0,44C,Mock,0
44C_mock,BioRep1,37,31,1,44C,Mock,1
44C_mock,BioRep1,37,32,0,44C,Mock,0
44C_mock,BioRep1,37,33,0,44C,Mock,0
44C_mock,BioRep1,37,34,1,44C,Mock,1
44C_mock,BioRep1,37,35,0,44C,Mock,0
44C_mock,BioRep1,37,36,3,44C,Mock,3
44C_mock,BioRep1,37,37,0,44C,Mock,0
44C_mock,BioRep1,37,38,0,44C,Mock,0
44C_mock,BioRep1,37,39,0,44C,Mock,0
44C_mock,BioRep1,37,40,2,44C,Mock,2
44C_mock,BioRep1,37,41,3,44C,Mock,3
44C_mock,BioRep1,37,42,0,44C,Mock,0
44C_mock,BioRep1,37,43,3,44C,Mock,3
44C_mock,BioRep1,37,44,1,44C,Mock,1
44C_mock,BioRep1,37,45,0,44C,Mock,0
44C_mock,BioRep1,37,46,0,44C,Mock,0
44C_mock,BioRep1,37,47,1,44C,Mock,1
44C_mock,BioRep1,37,48,2,44C,Mock,2
44C_mock,BioRep1,37,49,0,44C,Mock,0
44C_mock,BioRep1,37,50,0,44C,Mock,0
44C_mock,BioRep1,37,51,4,44C,Mock,4
44C_mock,BioRep1,38,1,0,44C,Mock,0
44C_mock,BioRep1,38,2,0,44C,Mock,0
44C_mock,BioRep1,38,3,2,44C,Mock,2
44C_mock,BioRep1,38,4,0,44C,Mock,0
44C_mock,BioRep1,38,5,0,44C,Mock,0
44C_mock,BioRep1,38,6,0,44C,Mock,0
44C_mock,BioRep1,38,7,0,44C,Mock,0
44C_mock,BioRep1,38,8,0,44C,Mock,0
44C_mock,BioRep1,38,9,0,44C,Mock,0
44C_mock,BioRep1,38,10,1,44C,Mock,1
44C_mock,BioRep1,38,11,0,44C,Mock,0
44C_mock,BioRep1,38,12,0,44C,Mock,0
44C_mock,BioRep1,38,13,6,44C,Mock,6
44C_mock,BioRep1,38,14,0,44C,Mock,0
44C_mock,BioRep1,38,15,0,44C,Mock,0
44C_mock,BioRep1,38,16,0,44C,Mock,0
44C_mock,BioRep1,38,17,0,44C,Mock,0
44C_mock,BioRep1,38,18,3,44C,Mock,3
44C_mock,BioRep1,38,19,0,44C,Mock,0
44C_mock,BioRep1,38,20,0,44C,Mock,0
44C_mock,BioRep1,38,21,0,44C,Mock,0
44C_mock,BioRep1,38,22,0,44C,Mock,0
44C_mock,BioRep1,38,23,0,44C,Mock,0
44C_mock,BioRep1,38,24,0,44C,Mock,0
44C_mock,BioRep1,38,25,0,44C,Mock,0
44C_mock,BioRep1,38,26,0,44C,Mock,0
44C_mock,BioRep1,38,27,0,44C,Mock,0
44C_mock,BioRep1,38,28,0,44C,Mock,0
44C_mock,BioRep1,38,29,0,44C,Mock,0
44C_mock,BioRep1,38,30,0,44C,Mock,0
44C_mock,BioRep1,38,31,0,44C,Mock,0
44C_mock,BioRep1,38,32,0,44C,Mock,0
44C_mock,BioRep1,38,33,0,44C,Mock,0
44C_mock,BioRep1,38,34,7,44C,Mock,7
44C_mock,BioRep1,38,35,0,44C,Mock,0
44C_mock,BioRep1,38,36,0,44C,Mock,0
44C_mock,BioRep1,38,37,0,44C,Mock,0
44C_mock,BioRep1,38,38,2,44C,Mock,2
44C_mock,BioRep1,38,39,0,44C,Mock,0
44C_mock,BioRep1,38,40,0,44C,Mock,0
44C_mock,BioRep1,38,41,0,44C,Mock,0
44C_mock,BioRep1,38,42,0,44C,Mock,0
44C_mock,BioRep1,38,43,0,44C,Mock,0
44C_mock,BioRep1,38,44,0,44C,Mock,0
44C_mock,BioRep1,38,45,2,44C,Mock,2
44C_mock,BioRep1,38,46,0,44C,Mock,0
44C_mock,BioRep1,38,47,0,44C,Mock,0
44C_mock,BioRep1,39,1,1,44C,Mock,1
44C_mock,BioRep1,39,2,0,44C,Mock,0
44C_mock,BioRep1,39,3,0,44C,Mock,0
44C_mock,BioRep1,39,4,3,44C,Mock,3
44C_mock,BioRep1,39,5,0,44C,Mock,0
44C_mock,BioRep1,39,6,0,44C,Mock,0
44C_mock,BioRep1,39,7,0,44C,Mock,0
44C_mock,BioRep1,39,8,0,44C,Mock,0
44C_mock,BioRep1,39,9,5,44C,Mock,5
44C_mock,BioRep1,39,10,1,44C,Mock,1
44C_mock,BioRep1,39,11,0,44C,Mock,0
44C_mock,BioRep1,39,12,2,44C,Mock,2
44C_mock,BioRep1,39,13,0,44C,Mock,0
44C_mock,BioRep1,39,14,0,44C,Mock,0
44C_mock,BioRep1,39,15,1,44C,Mock,1
44C_mock,BioRep1,39,16,0,44C,Mock,0
44C_mock,BioRep1,39,17,0,44C,Mock,0
44C_mock,BioRep1,39,18,0,44C,Mock,0
44C_mock,BioRep1,39,19,2,44C,Mock,2
44C_mock,BioRep1,39,20,0,44C,Mock,0
44C_mock,BioRep1,39,21,0,44C,Mock,0
44C_mock,BioRep1,39,22,0,44C,Mock,0
44C_mock,BioRep1,39,23,0,44C,Mock,0
44C_mock,BioRep1,39,24,0,44C,Mock,0
44C_mock,BioRep1,39,25,0,44C,Mock,0
44C_mock,BioRep1,39,26,0,44C,Mock,0
44C_mock,BioRep1,39,27,1,44C,Mock,1
44C_mock,BioRep1,39,28,0,44C,Mock,0
44C_mock,BioRep1,39,29,0,44C,Mock,0
