# Run started 2022-06-16 10:21:15.533919
# Command: /home/jabard89/Dropbox/code_JB/repos/rnaseq_tools/scripts/analysis/count_reads_from_bam_transcriptome_single.py sgd_20210422_orf_coding_all.fasta Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_Aligned.out.bam Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_dist.tsv.gz Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_counts.tsv -f 0 -b 0 -m 100
# Parameters:
#	invert_strands: False
#	in_fasta: sgd_20210422_orf_coding_all.fasta
#	in_bam: Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_Aligned.out.bam
#	out_dist: Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_dist.tsv.gz
#	out_counts: Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_counts.tsv
#	trim_front: 0
#	trim_back: 0
#	min_length: 100
Count	CDS_length	Eff_length	ORF	TPM
46	879	879	YDR287W	3.4228851794236217
111	912	912	YDR288W	7.960704711841707
112	1230	1230	YDR289C	5.955747616541123
8	330	330	YDR290W	1.5856211186895195
185	3234	3234	YDR291W	3.741580445887259
327	1866	1866	YDR292C	11.461975811748797
734	3753	3753	YDR293C	12.792071255294944
222	1770	1770	YDR294C	8.203573669152133
110	2025	2025	YDR295C	3.552965840026516
83	681	681	YDR296W	7.9717625625745105
227	1050	1050	YDR297W	14.140342619170465
130	639	639	YDR298C	13.306562204964866
196	1605	1605	YDR299W	7.987381149286458
229	1287	1287	YDR300C	11.638052441663461
266	4074	4074	YDR301W	4.270551724305536
103	660	660	YDR302W	10.207435951563783
333	2658	2658	YDR303C	8.194314556658734
324	678	678	YDR304C	31.256380901600924
63	654	654	YDR305C	6.300661899379799
88	1437	1437	YDR306C	4.0054312184015
122	1989	1989	YDR307W	4.011884504678234
33	423	423	YDR308C	5.10266370642106
59	1152	1152	YDR309C	3.3498310743147726
219	3189	3189	YDR310C	4.491723042007353
148	1929	1929	YDR311W	5.0182565731464575
125	1362	1362	YDR312W	6.002833254950686
33	861	861	YDR313C	2.506883563084911
44	2079	2079	YDR314C	1.3842724052051358
40	846	846	YDR315C	3.092523458437006
60	1416	1416	YDR316W	2.771477590929775
0	1323	1323	YDR316W-A	0.0
0	5268	5268	YDR316W-B	0.0
26	1245	1245	YDR317W	1.3659266263409713
43	1107	1107	YDR318W	2.5406463046752803
60	825	825	YDR319C	4.756863356068559
69	2007	2007	YDR320C	2.248666721011482
78	219	219	YDR320C-A	23.295597942390543
7	138	138	YDR320W-B	3.3177398407362224
694	1146	1146	YDR321W	39.609396662551674
34	1104	1104	YDR322W	2.014342046161278
98	291	291	YDR322C-A	22.027056262207502
54	1548	1548	YDR323C	2.2816350399747445
500	2331	2331	YDR324C	14.029787890592594
258	3108	3108	YDR325W	5.429527913659335
488	4317	4317	YDR326C	7.39368846866343
111	327	327	YDR327W	22.202332407338343
235	585	585	YDR328C	26.274555075720563
79	1326	1326	YDR329C	3.8967894574128743
49	1503	1503	YDR330W	2.132359737958211
127	1236	1236	YDR331W	6.7206089284261505
43	2070	2070	YDR332W	1.358693458587215
139	2172	2172	YDR333C	4.185798844054343
463	4545	4545	YDR334W	6.663010195945316
832	3675	3675	YDR335W	14.807759671680085
42	945	945	YDR336W	2.906972050930786
61	861	861	YDR337W	4.633936283278169
51	2088	2088	YDR338C	1.5975816228175654
47	570	570	YDR339C	5.39319814712159
6525	303	303	YDR340W	1408.5143043804487
1133	1824	1824	YDR341C	40.628281254579534
8	1713	1713	YDR342C	0.30546116121864647
0	1713	1713	YDR343C	0.0
2	444	444	YDR344C	0.29462554570244454
607	1704	1704	YDR345C	23.299278630039442
787	1446	1446	YDR346C	35.59834549920947
100	966	966	YDR347W	6.770897634155557
88	1500	1500	YDR348C	3.8372031072286372
167	1791	1791	YDR349C	6.098798147053282
55	2055	2055	YDR350C	1.750548862786787
176	2595	2595	YDR351W	4.436072956333684
61	954	954	YDR352W	4.182200356291933
714	960	960	YDR353W	48.64636041479487
83	1143	1143	YDR354W	4.749580319434158
0	144	144	YDR354C-A	0.0
2	303	303	YDR355C	0.4317285224154633
240	2835	2835	YDR356W	5.537089620820544
118	369	369	YDR357C	20.916018415233705
61	1674	1674	YDR358W	2.3834045041233596
107	2949	2949	YDR359C	2.3731892887812367
4	435	435	YDR360W	0.6014424932960246
252	852	852	YDR361C	19.345694282602768
101	2019	2019	YDR362C	3.2719633411293763
29	1371	1371	YDR363W	1.3835151445895972
213	270	270	YDR363W-A	51.59875390402144
86	1368	1368	YDR364C	4.111835466777098
365	1887	1887	YDR365C	12.651567550752029
0	1323	1323	YDR365W-A	0.0
8	5268	5268	YDR365W-B	0.09932706324364872
1170	399	399	YDR366C	191.79458456329056
63	666	666	YDR367W	6.1871364597513345
213	939	939	YDR368W	14.83670240051735
101	2565	2565	YDR369C	2.5754752381053456
89	1329	1329	YDR370C	4.380144117373137
119	1536	1536	YDR371W	5.067329209874465
0	105	105	YDR371C-A	0.0
280	1038	1038	YDR372C	17.643471985418067
179	573	573	YDR373W	20.43251297578314
5	921	921	YDR374C	0.35508616257297876
62	270	270	YDR374W-A	15.019355596475725
74	1371	1371	YDR375C	3.5303489896424205
143	1482	1482	YDR376W	6.311189321099732
78	306	306	YDR377W	16.672339703867742
190	261	261	YDR378C	47.614197385935285
121	3030	3030	YDR379W	2.6119575606135528
21	240	240	YDR379C-A	5.723101225269985
101	1908	1908	YDR380W	3.462313409717092
528	681	681	YDR381W	50.71193533782339
58	345	345	YDR381C-A	10.995937757868626
425	333	333	YDR382W	83.47723794902593
34	717	717	YDR383C	3.101581058524479
60	828	828	YDR384C	4.73962834390889
406	2529	2529	YDR385W	10.500272710657464
43	1899	1899	YDR386W	1.4810402629149737
47	1668	1668	YDR387C	1.842999366822126
307	1449	1449	YDR388W	13.857770491238371
178	1965	1965	YDR389W	5.924897233576487
132	1911	1911	YDR390C	4.517900047757422
27	699	699	YDR391C	2.526445666581477
39	1014	1014	YDR392W	2.5156488902285643
66	1371	1371	YDR393W	3.148689639410807
254	1287	1287	YDR394W	12.90858218420314
598	2835	2835	YDR395W	13.796581638544522
14	501	501	YDR396W	1.8277369182498953
8	441	441	YDR397C	1.1865192044615451
153	1932	1932	YDR398W	5.179736690129001
322	666	666	YDR399W	31.62314190539571
91	1023	1023	YDR400W	5.8182065242236405
1	564	564	YDR401W	0.11596962969138773
3	1470	1470	YDR402C	0.13348341050192383
14	1611	1611	YDR403W	0.5684023563272487
38	516	516	YDR404C	4.816785084391127
14	792	792	YDR405W	1.1561820657111077
237	4590	4590	YDR406W	3.377217529757825
8	246	246	YDR406W-A	2.1270527201932583
269	3870	3870	YDR407C	4.54636907965338
113	645	645	YDR408C	11.458878200762049
117	2715	2715	YDR409W	2.818638646068248
78	720	720	YDR410C	7.085744374143791
67	1026	1026	YDR411C	4.271208934481637
13	708	708	YDR412W	1.2009736227362358
6	576	576	YDR413C	0.681321574436903
57	1089	1089	YDR414C	3.4235001426250995
72	1125	1125	YDR415C	4.1860397533403315
164	2580	2580	YDR416W	4.157646072842868
74	372	372	YDR417C	13.011044260214405
274	498	498	YDR418W	35.98691304013714
61	1899	1899	YDR419W	2.1010106055305444
170	5409	5409	YDR420W	2.0556790709577104
112	2853	2853	YDR421W	2.567672474008265
137	2448	2448	YDR422C	3.6604335567786555
63	1230	1230	YDR423C	3.350108034304381
93	279	279	YDR424C	21.802290381980892
32	1878	1878	YDR425W	1.1144940770341671
21	378	378	YDR426C	3.6337150636634825
307	1182	1182	YDR427W	16.988079053980037
35	786	786	YDR428C	2.9125197075165317
700	825	825	YDR429C	55.49673915413319
314	2970	2970	YDR430C	6.915069878729293
6	312	312	YDR431W	1.2578244451142822
254	1245	1245	YDR432W	13.344052426561799
14	441	441	YDR433W	2.076408607807704
268	1605	1605	YDR434W	10.921521163310056
55	987	987	YDR435C	3.644759790300758
54	2133	2133	YDR436W	1.6558701555934856
8	423	423	YDR437W	1.2370093833748024
34	1113	1113	YDR438W	1.9980535660036398
33	1044	1044	YDR439W	2.0674585707050848
79	1749	1749	YDR440W	2.9543412352941516
34	546	546	YDR441C	4.072955346084342
2	393	393	YDR442W	0.33285939514474644
160	4263	4263	YDR443C	2.4548673195756106
52	2064	2064	YDR444W	1.647847528870649
386322	408	408	YDR445C	61931.65018343841
4	909	909	YDR446W	0.28781901494364215
2391	411	411	YDR447C	380.50566644756435
73	1305	1305	YDR448W	3.6587751675508167
108	1323	1323	YDR449C	5.339336420076954
1410	441	441	YDR450W	209.12400978634736
69	1062	1062	YDR451C	4.249598972758987
436	2025	2025	YDR452W	14.082664602286918
10	591	591	YDR453C	1.1067152478162892
238	564	564	YDR454C	27.600771866550282
8	309	309	YDR455C	1.6933817772412347
120	1902	1902	YDR456W	4.126616476084712
1733	9807	9807	YDR457W	11.558081747315049
128	1992	1992	YDR458C	4.202851157972221
33	1125	1125	YDR459C	1.9186015536143186
44	966	966	YDR460W	2.9791949590284452
42	111	111	YDR461W	24.748545839005338
33	243	243	YDR461C-A	8.88241460006629
14	444	444	YDR462W	2.0623788199171114
122	1560	1560	YDR463W	5.115152743464749
246	4308	4308	YDR464W	3.7349327534591223
0	189	189	YDR464C-A	0.0
139	1239	1239	YDR465C	7.337816859795021
88	2697	2697	YDR466W	2.1341507826633133
7	327	327	YDR467C	1.4001470887510665
116	675	675	YDR468C	11.240291930265705
71	528	528	YDR469W	8.79524214273093
70	1509	1509	YDR470C	3.0341159577309393
1196	411	411	YDR471W	190.33240362663614
38	852	852	YDR472W	2.9172078680115283
39	1410	1410	YDR473C	1.8091262231856486
95	2631	2631	YDR475C	2.361707624045821
43	675	675	YDR476C	4.1666599396674595
164	1902	1902	YDR477W	5.63970918398244
22	597	597	YDR478W	2.4103034593144708
79	1665	1665	YDR479C	3.1033890813990817
33	972	972	YDR480W	2.2206036500165727
970	1701	1701	YDR481C	37.29845091802728
24	408	408	YDR482C	3.847463008584864
463	1329	1329	YDR483W	22.78659243082879
87	1926	1926	YDR484W	2.954515986343205
78	2388	2388	YDR485C	2.1364053389378266
57	690	690	YDR486C	5.403176312056135
271	627	627	YDR487C	28.269955471372356
72	1602	1602	YDR488C	2.9396346582446147
27	885	885	YDR489W	1.9954638654694379
157	2301	2301	YDR490C	4.462789556676663
9	492	492	YDR491C	1.1964671551087076
41	951	951	YDR492W	2.81985459199122
19	372	372	YDR493W	3.3406735262712663
89	1086	1086	YDR494W	5.360231613249446
77	3036	3036	YDR495C	1.6588699203681114
321	1971	1971	YDR496C	10.652260597588837
522	1755	1755	YDR497C	19.45435141776757
42	1152	1152	YDR498C	2.3846255105291605
93	2244	2244	YDR499W	2.7107125742302443
363	267	267	YDR500C	88.9239484118996
39	1566	1566	YDR501W	1.6289067526767333
273	1155	1155	YDR502C	15.459805907222814
29	825	825	YDR503C	2.2991506220998037
42	384	384	YDR504C	7.153876531587481
306	2526	2526	YDR505C	7.923397692263841
45	1827	1827	YDR506C	1.6110066784714945
350	3429	3429	YDR507C	6.676116914867291
489	1992	1992	YDR508C	16.056204814440747
50	348	348	YDR509W	9.397538957750385
61	306	306	YDR510W	13.038624640204262
15	117	117	YDR510C-A	8.385496300761883
27	402	402	YDR511W	4.392998808309583
91	564	564	YDR512C	10.553236301916284
47	432	432	YDR513W	7.116025333007652
72	1452	1452	YDR514C	3.243315924592199
69	1344	1344	YDR515W	3.3579420454390214
285	1503	1503	YDR516C	12.402500516695717
175	1119	1119	YDR517W	10.22895661352991
132	1554	1554	YDR518W	5.555796004674669
216	408	408	YDR519W	34.62716707726378
61	2319	2319	YDR520C	1.720491220311558
1	336	336	YDR521W	0.19466330698197223
5	1509	1509	YDR522C	0.21672256840935283
3	1473	1473	YDR523C	0.13321155019540262
95	1449	1449	YDR524C	4.288235168298519
216	201	201	YDR524C-B	70.28798093295333
0	120	120	YDR524C-A	0.0
2	330	330	YDR525W	0.3964052796723799
14	240	240	YDR525W-A	3.8154008168466564
3	471	471	YDR526C	0.4166042748149215
63	1320	1320	YDR527W	3.1216915774199916
38	1272	1272	YDR528W	1.9539788549888537
103	384	384	YDR529C	17.544030541750253
24	978	978	YDR530C	1.6050765925384707
247	1104	1104	YDR531W	14.633602511818697
43	1158	1158	YDR532C	2.4287525555056435
40	714	714	YDR533C	3.6642504843665367
12	1587	1587	YDR534C	0.4945699141470146
4	501	501	YDR535C	0.5222105480713986
3	1710	1710	YDR536W	0.11474889674726788
3	606	606	YDR537C	0.3237963918115974
1	729	729	YDR538W	0.08972135959662919
148	1512	1512	YDR539W	6.402259874073755
15	540	540	YDR540C	1.816857531831741
27	1035	1035	YDR541C	1.7062662038072005
0	363	363	YDR542W	0.0
0	300	300	YDR543C	0.0
5	429	429	YDR544C	0.7623178455238075
0	5391	5391	YDR545W	0.0
0	480	480	YDR545C-A	0.0
14	3834	3834	YEL077C	0.23883573188398474
0	483	483	YEL077W-A	0.0
0	651	651	YEL076C-A	0.0
0	651	651	YEL076C	0.0
0	612	612	YEL075W-A	0.0
0	369	369	YEL075C	0.0
7	339	339	YEL074W	1.350584359945719
9	324	324	YEL073C	1.8168575318317413
15	696	696	YEL072W	1.4096308436625578
1178	1491	1491	YEL071W	51.676253661918494
1	1509	1509	YEL070W	0.04334451368187056
5	1695	1695	YEL069C	0.19294062284938843
16	333	333	YEL068C	3.142672487492741
11	588	588	YEL067C	1.2235979296009687
52	486	486	YEL066W	6.998266048537077
420	1887	1887	YEL065W	14.557968140591376
33	1443	1443	YEL064C	1.495791232027795
158	1773	1773	YEL063C	5.828700305165789
56	1848	1848	YEL062W	1.9820263983618993
227	3003	3003	YEL061C	4.944175740968695
196	1908	1908	YEL060C	6.718944834698514
3	225	225	YEL059C-A	0.8720916152792356
0	309	309	YEL059W	0.0
382	1674	1674	YEL058W	14.925582304510218
10	702	702	YEL057C	0.9317218111957648
76	1206	1206	YEL056W	4.121826042364547
634	3069	3069	YEL055C	13.511878887757465
174	498	498	YEL054C	22.853003171473947
48	348	348	YEL053W-A	9.02163739944037
80	2202	2202	YEL053C	2.3762714312785715
107	1530	1530	YEL052W	4.57420602131756
665	771	771	YEL051W	56.41448678605951
14	192	192	YEL050W-A	4.769251021058321
113	1182	1182	YEL050C	6.252941150162033
1	363	363	YEL049W	0.18018421803289997
40	459	459	YEL048C	5.699945197903502
389	1413	1413	YEL047C	18.006562544778273
386	1164	1164	YEL046C	21.68990744186759
18	426	426	YEL045C	2.763670611800395
155	501	501	YEL044W	20.2356587377667
189	2871	2871	YEL043W	4.30578148609654
360	1557	1557	YEL042W	15.1229759875012
28	1488	1488	YEL041W	1.2307744570473085
783	1404	1404	YEL040W	36.476908908314186
9	342	342	YEL039C	1.721233451209018
109	684	684	YEL038W	10.423024787876829
141	1197	1197	YEL037C	7.70456878160227
159	1503	1503	YEL036C	6.9192897619460325
10	501	501	YEL035C	1.3055263701784967
256	603	603	YEL034C-A	27.76809123277169
0	474	474	YEL034W	0.0
1263	420	420	YEL033W	196.6878053745848
223	2916	2916	YEL032W	5.001965797512078
0	162	162	YEL032C-A	0.0
1197	3648	3648	YEL031W	21.461629594762442
1	315	315	YEL030C-A	0.2076408607807704
16	1935	1935	YEL030W	0.540832009475495
92	939	939	YEL029C	6.408340942946461
7	462	462	YEL028W	0.9910131991809497
330	483	483	YEL027W	44.687924385426676
106	381	381	YEL026W	18.19718724795256
256	3567	3567	YEL025C	4.694185313529949
46	648	648	YEL024W	4.643080359125561
28	2049	2049	YEL023C	0.8937981415746195
761	4380	4380	YEL022W	11.364070534717438
1	804	804	YEL021W	0.08135182978351078
6	198	198	YEL020C-B	1.9820263983618993
45	264	264	YEL020W-A	11.148898490785683
75	1683	1683	YEL020C	2.9147447034733815
10	804	804	YEL019C	0.8135182978351079
1	534	534	YEL018C-A	0.12248477742685895
16	840	840	YEL018W	1.2458451646846225
420	132	132	YEL017C-A	208.1127718279994
73	1014	1014	YEL017W	4.708778691966288
103	1482	1482	YEL016C	4.545821678834073
193	1656	1656	YEL015W	7.622902253120132
28	306	306	YEL014C	5.9849424577986765
392	1737	1737	YEL013W	14.760790724933525
20	657	657	YEL012W	1.991076747212867
53	2115	2115	YEL011W	1.639037432971613
1	351	351	YEL010W	0.18634436223915296
1	408	408	YEL009C-A	0.160310958691036
1034	846	846	YEL009C	79.9417314005966
4	381	381	YEL008W	0.6866863112434927
187	2001	2001	YEL007W	6.11248620904112
72	1008	1008	YEL006W	4.671919367567335
17	849	849	YEL005C	1.3096782208257074
36	1029	1029	YEL004W	2.2882870371758375
192	336	336	YEL003W	37.37535494053868
337	1293	1293	YEL002C	17.047266493567427
263	678	678	YEL001C	25.37169190469458
203	2289	2289	YER001W	5.80060936768299
121	696	696	YER002W	11.371022138877967
417	1290	1290	YER003C	21.143151370432633
102	696	696	YER004W	9.585489736905394
164	1893	1893	YER005W	5.666522381370629
409	1563	1563	YER006W	17.11542565495237
3	318	318	YER006C-A	0.6170459542070065
36	1557	1557	YER007W	1.51229759875012
114	546	546	YER007C-A	13.656379689812207
266	4011	4011	YER008C	4.3376284529595495
319	378	378	YER009W	55.1978621575548
61	705	705	YER010C	5.659317928939722
26	765	765	YER011W	2.2229786271823655
142	597	597	YER012W	15.557413237393401
136	3438	3438	YER013W	2.5873573228179767
120	1620	1620	YER014W	4.844953418217976
0	462	462	YER014C-A	0.0
31	2235	2235	YER015W	0.9072093984448427
145	1035	1035	YER016W	9.16328146489052
170	2286	2286	YER017C	4.86402803797474
80	666	666	YER018C	7.856681218731854
165	1434	1434	YER019W	7.525895215537338
218	267	267	YER019C-A	53.4033629581105
54	1350	1350	YER020W	2.616274845837707
529	1572	1572	YER021W	22.010327503946357
149	2064	2064	YER022W	4.721716957725514
343	861	861	YER023W	26.05639582236741
0	213	213	YER023C-A	0.0
38	2772	2772	YER024W	0.8966309897351451
561	1584	1584	YER025W	23.164933530854697
283	831	831	YER026C	22.27454215920792
99	1254	1254	YER027C	5.163700353627054
21	1185	1185	YER028C	1.1591091089154397
37	591	591	YER029C	4.094846416920269
325	462	462	YER030W	46.0113271048298
130	672	672	YER031C	12.653114953828196
86	2631	2631	YER032W	2.137966901767796
94	3231	3231	YER033C	1.9028925681580353
19	558	558	YER034W	2.227115684180844
17	438	438	YER035W	2.5386228526964056
738	1833	1833	YER036C	26.334026680690506
105	966	966	YER037W	7.109442515863335
44	1395	1395	YER038C	2.0630124232412026
0	381	381	YER038W-A	0.0
7	750	750	YER039C	0.610464130695465
7	219	219	YER039C-A	2.0906305845735105
83	2193	2193	YER040W	2.475499455135998
52	2280	2280	YER041W	1.4917356577144822
66	555	555	YER042W	7.7781144065445345
1082	1350	1350	YER043C	52.4223959851185
45	447	447	YER044C	6.584584343551276
14	1227	1227	YER044C-A	0.7462886683318642
29	1470	1470	YER045C	1.2903396348519305
23	432	432	YER046W	3.4823102693441705
3	330	330	YER046W-A	0.5946079195085697
52	2694	2694	YER047C	1.262493429691544
268	1176	1176	YER048C	14.905647506048163
134	285	285	YER048W-A	30.75270432826779
503	1935	1935	YER049W	17.002406297885877
87	417	417	YER050C	13.646037864980848
56	1479	1479	YER051W	2.476527913571866
173	1584	1584	YER052C	7.143553477429346
33	903	903	YER053C	2.39028432759259
1	114	114	YER053C-A	0.5737444837363392
21	1647	1647	YER054C	0.8339673916604714
637	894	894	YER055C	46.6042247426907
710	1602	1602	YER056C	28.98806399102328
415	366	366	YER056C-A	74.16352875837764
102	390	390	YER057C	17.10641245355424
11	324	324	YER058W	2.2206036500165722
47	1263	1263	YER059W	2.4339849120026176
93	1587	1587	YER060W	3.8329168346393634
17	1593	1593	YER060W-A	0.6980017636415728
41	1329	1329	YER061C	2.0178192001381867
95	753	753	YER062C	8.251862893578425
73	657	657	YER063W	7.267430127326964
159	1518	1518	YER064C	6.8509173334683044
67	1674	1674	YER065C	2.6178377340371326
7	558	558	YER066W	0.8205163046982056
5	501	501	YER066C-A	0.6527631850892484
4	486	486	YER067W	0.5383281575797751
0	324	324	YER067C-A	0.0
74	1764	1764	YER068W	2.7438256603173232
3	432	432	YER068C-A	0.4542143829579353
99	2592	2592	YER069W	2.4981791062686436
1022	2667	2667	YER070W	25.064050360387483
45	381	381	YER071C	7.725221001489293
282	390	390	YER072W	47.29419913629702
330	1563	1563	YER073W	13.80951214213761
524	408	408	YER074W	84.00294235410287
152	258	258	YER074W-A	38.53428067512902
97	2787	2787	YER075C	2.276450125998005
29	909	909	YER076C	2.0866878583414055
9	348	348	YER076W-A	1.6915570123950694
76	2067	2067	YER077C	2.4048970522939737
78	1536	1536	YER078C	3.3214426753799016
1	165	165	YER078W-A	0.3964052796723799
20	633	633	YER079W	2.066567808718568
5	339	339	YER079C-A	0.9647031142469422
283	1884	1884	YER080W	9.824917481051902
84	1410	1410	YER081W	3.896579557630628
130	1665	1665	YER082C	5.106842792175705
63	858	858	YER083C	4.802602426799987
1	387	387	YER084W	0.1690100029610922
0	513	513	YER084W-A	0.0
0	522	522	YER085C	0.0
274	1731	1731	YER086W	10.353254011547254
41	1731	1731	YER087W	1.549209541873859
5	552	552	YER087C-A	0.5924535429886111
52	249	249	YER087C-B	13.659266263409718
130	2013	2013	YER088C	4.223990685033557
9	324	324	YER088C-A	1.8168575318317413
0	147	147	YER088W-B	0.0
193	1395	1395	YER089C	9.04912267467164
267	1524	1524	YER090W	11.459077818875784
1346	2304	2304	YER091C	38.21078496633631
0	222	222	YER091C-A	0.0
78	378	378	YER092W	13.496655950750078
209	4293	4293	YER093C	3.1842618377596135
8	414	414	YER093C-A	1.2639008917090373
246	618	618	YER094C	26.03574482508398
93	1203	1203	YER095W	5.056391534973124
7	1539	1539	YER096W	0.2974971397151389
8	330	330	YER097W	1.5856211186895195
53	2265	2265	YER098W	1.530491907609255
85	957	957	YER099C	5.809387719336602
109	753	753	YER100W	9.467926898947878
22	1293	1293	YER101C	1.1128779313308113
394	603	603	YER102W	42.73682791293768
102	1929	1929	YER103W	3.4585281787901265
13	627	627	YER104W	1.3561233251949838
732	4176	4176	YER105C	11.464997528455468
2	909	909	YER106W	0.14390950747182107
164	1098	1098	YER107C	9.769332302308378
15	321	321	YER107W-A	3.0563958479412463
56	2400	2400	YER109C	1.5261603267386628
1901	3342	3342	YER110C	37.20480611862269
223	3282	3282	YER111C	4.44415973965424
105	564	564	YER112W	12.176811117595713
189	2121	2121	YER113C	5.828335052608754
269	3123	3123	YER114C	5.633829118878828
30	576	576	YER115C	3.406607872184515
32	825	825	YER116C	2.5369937899032315
3361	414	414	YER117W	530.9963621292593
71	1104	1104	YER118C	4.206420155219139
69	1347	1347	YER119C	3.3504633326429434
7	372	372	YER119C-A	1.2307744570473085
159	735	735	YER120W	14.149241513203927
9	345	345	YER121W	1.7062662038072005
553	1482	1482	YER122C	24.406207654322742
117	1575	1575	YER123W	4.8587961422700285
735	1722	1722	YER124C	27.917566952536507
568	2430	2430	YER125W	15.288519675265613
217	786	786	YER126C	18.057622186602497
113	1074	1074	YER127W	6.881728528390617
16	612	612	YER128W	1.7099835593710504
154	3429	3429	YER129W	2.937491442541608
92	1332	1332	YER130C	4.517591700770815
263	360	360	YER131W	47.783353087174795
230	5262	5262	YER132C	2.858909229108099
685	939	939	YER133W	47.71427767302528
15	342	342	YER133W-A	2.868722418681696
7	537	537	YER134C	0.8526035344908728
3	393	393	YER135C	0.49928909271711963
305	1356	1356	YER136W	14.711722492265867
1	447	447	YER137C	0.1463240965233617
1	306	306	YER137W-A	0.2137479449213813
0	5268	5268	YER138C	0.0
0	1323	1323	YER137C-A	0.0
30	105	105	YER138W-A	18.68767747026934
30	681	681	YER139C	2.8813599623763295
71	1671	1671	YER140W	2.7791070325325737
184	1461	1461	YER141W	8.237415667935286
33	891	891	YER142C	2.422476709108988
53	1287	1287	YER143W	2.6935230541841197
144	2418	2418	YER144C	3.895198281644229
576	1215	1215	YER145C	31.007701876595046
41	438	438	YER145C-A	6.1225609976795665
29	282	282	YER146W	6.7262385221004894
78	1875	1875	YER147C	2.7209258396712155
42	411	411	YER147C-A	6.683913839731368
116	723	723	YER148W	10.494048482613211
7	579	579	YER148W-A	0.7907566459785818
35	1263	1263	YER149C	1.8125419557466302
11	447	447	YER150W	1.6095650617569786
272	2739	2739	YER151C	6.4953154259570685
207	1332	1332	YER152C	10.164581326734336
17	567	567	YER152W-A	1.9610525740406097
46	765	765	YER153C	3.932962186553416
141	1209	1209	YER154W	7.628096634886615
1493	6504	6504	YER155C	15.014215655118761
114	1017	1017	YER156C	7.331743668276761
178	2406	2406	YER157W	4.838912329167829
24	1722	1722	YER158C	0.9115940229399677
16	216	216	YER158W-A	4.844953418217976
29	429	429	YER159C	4.421443504038083
0	5268	5268	YER160C	0.0
0	1323	1323	YER159C-A	0.0
56	1002	1002	YER161C	3.6554738364997905
41	2265	2265	YER162C	1.1839654379618763
70	699	699	YER163C	6.550044320766792
541	4407	4407	YER164W	8.029298227809164
1572	1734	1734	YER165W	59.29619460289613
22	357	357	YER165C-A	4.0306755328031905
495	4716	4716	YER166W	6.865225024860395
110	2556	2556	YER167W	2.814849697204106
228	1641	1641	YER168C	9.087609153732439
81	2391	2391	YER169W	2.215791117867569
41	678	678	YER170W	3.955282768412463
151	2337	2337	YER171W	4.226117904594498
544	6492	6492	YER172C	5.480797582161555
1	381	381	YER172C-A	0.17167157781087317
43	1980	1980	YER173W	1.4204522521593612
119	735	735	YER174C	10.589683899819292
20	900	900	YER175C	1.4534860254653927
1	165	165	YER175W-A	0.3964052796723799
250	3366	3366	YER176W	4.857907839122302
824	804	804	YER177W	67.0339077416129
891	1263	1263	YER178W	46.142139502007076
6	1005	1005	YER179W	0.3904887829608519
27	804	804	YER180C	2.1964994041547916
26	258	258	YER180C-A	6.591390115482596
6	324	324	YER181C	1.211238354554494
40	735	735	YER182W	3.559557613384636
47	636	636	YER183C	4.833526641288217
39	2385	2385	YER184C	1.0695463206254778
5	912	912	YER185W	0.358590302335212
88	921	921	YER186C	6.249516461284426
2	426	426	YER187W	0.30707451242226613
7	720	720	YER188W	0.6359001361411095
0	300	300	YER188C-A	0.0
0	369	369	YER189W	0.0
2	5046	5046	YER190W	0.025924245400690715
0	576	576	YER190C-A	0.0
0	483	483	YER190C-B	0.0
0	483	483	YFL068W	0.0
0	528	528	YFL067W	0.0
1	1179	1179	YFL066C	0.05547656585745774
0	309	309	YFL065C	0.0
1	525	525	YFL064C	0.12458451646846223
0	456	456	YFL063W	0.0
1	1140	1140	YFL062W	0.05737444837363394
0	678	678	YFL061W	0.0
0	669	669	YFL060C	0.0
5	897	897	YFL059W	0.36458679568529917
0	1023	1023	YFL058W	0.0
11	1127	1127	YFL056C	0.6383989197918096
14	1677	1677	YFL055W	0.5460323172589132
43	1941	1941	YFL054C	1.4489930238410793
9	1776	1776	YFL053W	0.33145373891525004
6	1398	1398	YFL052W	0.2807161851757197
3	483	483	YFL051C	0.40625385804933345
37	2577	2577	YFL050C	0.9390974902599454
76	1872	1872	YFL049W	2.6554071619079296
355	1338	1338	YFL048C	17.35384099911035
211	2145	2145	YFL047W	6.433962616220935
64	624	624	YFL046W	6.708397040609507
1203	765	765	YFL045C	102.85551109616868
62	906	906	YFL044C	4.47596689961197
66	2025	2025	YFL042C	2.1317795040159098
2	192	192	YFL041W-A	0.6813215744369029
260	1869	1869	YFL041W	9.098869180280952
6	1623	1623	YFL040W	0.24179989333065688
2072	1128	1128	YFL039C	120.1445363602777
661	621	621	YFL038C	69.61987411830614
665	1374	1374	YFL037W	31.65616398257051
471	4056	4056	YFL036W	7.595324533959321
41	864	864	YFL034C-B	3.103798283545891
217	369	369	YFL034C-A	38.46420335682808
180	3222	3222	YFL034W	3.654015147818027
